source,league,season,source_name,panel_club,matched
transfermarkt,la_liga,2014/15,Deportivo de La Coruña,La Coruna,True
transfermarkt,la_liga,2014/15,UD Almería,Almeria,True
transfermarkt,la_liga,2014/15,Real Sociedad,Sociedad,True
transfermarkt,la_liga,2014/15,Levante UD,Levante,True
transfermarkt,la_liga,2014/15,Valencia CF,Valencia,True
transfermarkt,la_liga,2015/16,Granada CF,Granada,True
transfermarkt,la_liga,2015/16,Rayo Vallecano,Vallecano,True
transfermarkt,la_liga,2015/16,Sevilla FC,Sevilla,True
transfermarkt,la_liga,2015/16,Levante UD,Levante,True
transfermarkt,la_liga,2015/16,Deportivo de La Coruña,La Coruna,True
transfermarkt,la_liga,2015/16,RCD Espanyol Barcelona,,False
transfermarkt,la_liga,2015/16,Málaga CF,Malaga,True
transfermarkt,la_liga,2015/16,Real Betis Balompié,,False
transfermarkt,la_liga,2015/16,Getafe CF,Getafe,True
transfermarkt,la_liga,2015/16,Valencia CF,Valencia,True
transfermarkt,la_liga,2015/16,Real Madrid,Real Madrid,True
transfermarkt,la_liga,2015/16,Real Sociedad,Sociedad,True
transfermarkt,la_liga,2015/16,UD Las Palmas,Las Palmas,True
transfermarkt,la_liga,2016/17,FC Barcelona,Barcelona,True
transfermarkt,la_liga,2016/17,Deportivo Alavés,Alaves,True
transfermarkt,la_liga,2016/17,Valencia CF,Valencia,True
transfermarkt,la_liga,2016/17,Sporting Gijón,Sp Gijon,True
transfermarkt,la_liga,2016/17,Celta de Vigo,Celta,True
transfermarkt,la_liga,2016/17,Athletic Bilbao,Ath Bilbao,True
transfermarkt,la_liga,2016/17,UD Las Palmas,Las Palmas,True
transfermarkt,la_liga,2016/17,CA Osasuna,Osasuna,True
transfermarkt,la_liga,2016/17,Granada CF,Granada,True
transfermarkt,la_liga,2016/17,Real Betis Balompié,,False
transfermarkt,la_liga,2016/17,Sevilla FC,Sevilla,True
transfermarkt,la_liga,2016/17,Málaga CF,Malaga,True
transfermarkt,la_liga,2016/17,Deportivo de La Coruña,La Coruna,True
transfermarkt,la_liga,2016/17,Villarreal CF,Villarreal,True
transfermarkt,la_liga,2017/18,Girona FC,Girona,True
transfermarkt,la_liga,2017/18,Sevilla FC,Sevilla,True
transfermarkt,la_liga,2017/18,Real Madrid,Real Madrid,True
transfermarkt,la_liga,2017/18,CD Leganés,Leganes,True
transfermarkt,la_liga,2017/18,Málaga CF,Malaga,True
transfermarkt,la_liga,2017/18,Celta de Vigo,Celta,True
transfermarkt,la_liga,2017/18,UD Las Palmas,Las Palmas,True
transfermarkt,la_liga,2017/18,Athletic Bilbao,Ath Bilbao,True
transfermarkt,la_liga,2017/18,Deportivo de La Coruña,La Coruna,True
transfermarkt,la_liga,2017/18,Real Sociedad,Sociedad,True
transfermarkt,la_liga,2017/18,RCD Espanyol Barcelona,,False
transfermarkt,la_liga,2017/18,Levante UD,Levante,True
transfermarkt,la_liga,2017/18,Deportivo Alavés,Alaves,True
transfermarkt,la_liga,2017/18,Villarreal CF,Villarreal,True
transfermarkt,la_liga,2018/19,RCD Espanyol Barcelona,,False
transfermarkt,la_liga,2018/19,Girona FC,Girona,True
transfermarkt,la_liga,2018/19,SD Huesca,Huesca,True
transfermarkt,la_liga,2018/19,Deportivo Alavés,Alaves,True
transfermarkt,la_liga,2018/19,Real Betis Balompié,,False
transfermarkt,la_liga,2018/19,Sevilla FC,Sevilla,True
transfermarkt,la_liga,2018/19,Rayo Vallecano,Vallecano,True
transfermarkt,la_liga,2018/19,Real Madrid,Real Madrid,True
transfermarkt,la_liga,2018/19,Celta de Vigo,Celta,True
transfermarkt,la_liga,2018/19,Villarreal CF,Villarreal,True
transfermarkt,la_liga,2018/19,Real Sociedad,Sociedad,True
transfermarkt,la_liga,2018/19,Athletic Bilbao,Ath Bilbao,True
transfermarkt,la_liga,2019/20,RCD Mallorca,Mallorca,True
transfermarkt,la_liga,2019/20,Valencia CF,Valencia,True
transfermarkt,la_liga,2019/20,Deportivo Alavés,Alaves,True
transfermarkt,la_liga,2019/20,CD Leganés,Leganes,True
transfermarkt,la_liga,2019/20,Real Betis Balompié,,False
transfermarkt,la_liga,2019/20,RCD Espanyol Barcelona,,False
transfermarkt,la_liga,2019/20,FC Barcelona,Barcelona,True
transfermarkt,la_liga,2019/20,Celta de Vigo,Celta,True
transfermarkt,la_liga,2020/21,Real Valladolid CF,Valladolid,True
transfermarkt,la_liga,2020/21,Granada CF,Granada,True
transfermarkt,la_liga,2020/21,SD Huesca,Huesca,True
transfermarkt,la_liga,2020/21,Getafe CF,Getafe,True
transfermarkt,la_liga,2020/21,SD Eibar,Eibar,True
transfermarkt,la_liga,2020/21,Valencia CF,Valencia,True
transfermarkt,la_liga,2020/21,Real Madrid,Real Madrid,True
transfermarkt,la_liga,2020/21,Deportivo Alavés,Alaves,True
transfermarkt,la_liga,2020/21,Elche CF,Elche,True
transfermarkt,la_liga,2020/21,Athletic Bilbao,Ath Bilbao,True
transfermarkt,la_liga,2020/21,Celta de Vigo,Celta,True
transfermarkt,la_liga,2020/21,FC Barcelona,Barcelona,True
transfermarkt,la_liga,2020/21,Villarreal CF,Villarreal,True
transfermarkt,la_liga,2021/22,Levante UD,Levante,True
transfermarkt,la_liga,2021/22,Athletic Bilbao,Ath Bilbao,True
transfermarkt,la_liga,2021/22,RCD Espanyol Barcelona,,False
transfermarkt,la_liga,2021/22,Deportivo Alavés,Alaves,True
transfermarkt,la_liga,2021/22,Valencia CF,Valencia,True
transfermarkt,la_liga,2021/22,Granada CF,Granada,True
transfermarkt,la_liga,2021/22,RCD Mallorca,Mallorca,True
transfermarkt,la_liga,2021/22,Cádiz CF,Cadiz,True
transfermarkt,la_liga,2021/22,Elche CF,Elche,True
transfermarkt,la_liga,2021/22,FC Barcelona,Barcelona,True
transfermarkt,la_liga,2021/22,Getafe CF,Getafe,True
transfermarkt,la_liga,2022/23,Rayo Vallecano,Vallecano,True
transfermarkt,la_liga,2022/23,UD Almería,Almeria,True
transfermarkt,la_liga,2022/23,Celta de Vigo,Celta,True
transfermarkt,la_liga,2022/23,Getafe CF,Getafe,True
transfermarkt,la_liga,2022/23,RCD Espanyol Barcelona,,False
transfermarkt,la_liga,2022/23,Real Valladolid CF,Valladolid,True
transfermarkt,la_liga,2022/23,Sevilla FC,Sevilla,True
transfermarkt,la_liga,2022/23,Elche CF,Elche,True
transfermarkt,la_liga,2022/23,Valencia CF,Valencia,True
transfermarkt,la_liga,2022/23,Villarreal CF,Villarreal,True
transfermarkt,la_liga,2023/24,RCD Mallorca,Mallorca,True
transfermarkt,la_liga,2023/24,Granada CF,Granada,True
transfermarkt,la_liga,2023/24,UD Almería,Almeria,True
transfermarkt,la_liga,2023/24,Cádiz CF,Cadiz,True
transfermarkt,la_liga,2023/24,UD Las Palmas,Las Palmas,True
transfermarkt,la_liga,2023/24,Sevilla FC,Sevilla,True
transfermarkt,la_liga,2023/24,CA Osasuna,Osasuna,True
transfermarkt,la_liga,2023/24,FC Barcelona,Barcelona,True
transfermarkt,la_liga,2023/24,Celta de Vigo,Celta,True
transfermarkt,la_liga,2023/24,Rayo Vallecano,Vallecano,True
transfermarkt,la_liga,2023/24,Villarreal CF,Villarreal,True
transfermarkt,la_liga,2024/25,CA Osasuna,Osasuna,True
transfermarkt,la_liga,2024/25,Real Valladolid CF,Valladolid,True
transfermarkt,la_liga,2024/25,Sevilla FC,Sevilla,True
transfermarkt,la_liga,2024/25,UD Las Palmas,Las Palmas,True
transfermarkt,la_liga,2024/25,Real Sociedad,Sociedad,True
transfermarkt,la_liga,2024/25,CD Leganés,Leganes,True
transfermarkt,la_liga,2024/25,Real Madrid,Real Madrid,True
transfermarkt,la_liga,2024/25,Valencia CF,Valencia,True
transfermarkt,la_liga,2024/25,Deportivo Alavés,Alaves,True
transfermarkt,serie_a,2004/05,SS Lazio,Lazio,True
transfermarkt,serie_a,2004/05,US Lecce,Lecce,True
transfermarkt,serie_a,2004/05,Chievo Verona,Chievo,True
transfermarkt,serie_a,2004/05,Atalanta BC,Atalanta,True
transfermarkt,serie_a,2004/05,US Palermo,Palermo,True
transfermarkt,serie_a,2004/05,ACF Fiorentina,Fiorentina,True
transfermarkt,serie_a,2004/05,Bologna FC 1909,,False
transfermarkt,serie_a,2004/05,Udinese Calcio,Udinese,True
transfermarkt,serie_a,2004/05,Parma FC,Parma,True
transfermarkt,serie_a,2004/05,Brescia Calcio,Brescia,True
transfermarkt,serie_a,2004/05,Cagliari Calcio,Cagliari,True
transfermarkt,serie_a,2004/05,AS Roma,Roma,True
transfermarkt,serie_a,2004/05,AS Livorno,Livorno,True
transfermarkt,serie_a,2004/05,AC Siena,Siena,True
transfermarkt,serie_a,2005/06,AC Siena,Siena,True
transfermarkt,serie_a,2005/06,AS Livorno,Livorno,True
transfermarkt,serie_a,2005/06,FC Messina Peloro,,False
transfermarkt,serie_a,2005/06,US Lecce,Lecce,True
transfermarkt,serie_a,2005/06,Cagliari Calcio,Cagliari,True
transfermarkt,serie_a,2005/06,Parma FC,Parma,True
transfermarkt,serie_a,2005/06,US Palermo,Palermo,True
transfermarkt,serie_a,2005/06,Ascoli Calcio 1898,,False
transfermarkt,serie_a,2005/06,Udinese Calcio,Udinese,True
transfermarkt,serie_a,2005/06,Treviso FBC 1993,,False
transfermarkt,serie_a,2005/06,FC Empoli,Empoli,True
transfermarkt,serie_a,2006/07,Parma FC,Parma,True
transfermarkt,serie_a,2006/07,AC Siena,Siena,True
transfermarkt,serie_a,2006/07,UC Sampdoria,Sampdoria,True
transfermarkt,serie_a,2006/07,Atalanta BC,Atalanta,True
transfermarkt,serie_a,2006/07,Torino FC,Torino,True
transfermarkt,serie_a,2006/07,Udinese Calcio,Udinese,True
transfermarkt,serie_a,2006/07,Ascoli Calcio 1898,,False
transfermarkt,serie_a,2006/07,Chievo Verona,Chievo,True
transfermarkt,serie_a,2006/07,US Palermo,Palermo,True
transfermarkt,serie_a,2006/07,Calcio Catania,Catania,True
transfermarkt,serie_a,2006/07,FC Messina Peloro,,False
transfermarkt,serie_a,2006/07,Reggina Calcio,Reggina,True
transfermarkt,serie_a,2006/07,AS Livorno,Livorno,True
transfermarkt,serie_a,2006/07,Cagliari Calcio,Cagliari,True
transfermarkt,serie_a,2007/08,Inter Milan,Inter,True
transfermarkt,serie_a,2007/08,Parma FC,Parma,True
transfermarkt,serie_a,2007/08,FC Empoli,Empoli,True
transfermarkt,serie_a,2007/08,AC Siena,Siena,True
transfermarkt,serie_a,2007/08,AS Livorno,Livorno,True
transfermarkt,serie_a,2007/08,Cagliari Calcio,Cagliari,True
transfermarkt,serie_a,2007/08,Torino FC,Torino,True
transfermarkt,serie_a,2007/08,Calcio Catania,Catania,True
transfermarkt,serie_a,2007/08,US Palermo,Palermo,True
transfermarkt,serie_a,2007/08,Reggina Calcio,Reggina,True
transfermarkt,serie_a,2008/09,SS Lazio,Lazio,True
transfermarkt,serie_a,2008/09,AC Milan,Milan,True
transfermarkt,serie_a,2008/09,Calcio Catania,Catania,True
transfermarkt,serie_a,2008/09,US Palermo,Palermo,True
transfermarkt,serie_a,2008/09,Atalanta BC,Atalanta,True
transfermarkt,serie_a,2008/09,Reggina Calcio,Reggina,True
transfermarkt,serie_a,2008/09,Torino FC,Torino,True
transfermarkt,serie_a,2008/09,UC Sampdoria,Sampdoria,True
transfermarkt,serie_a,2008/09,Juventus FC,Juventus,True
transfermarkt,serie_a,2008/09,Bologna FC 1909,,False
transfermarkt,serie_a,2008/09,SSC Napoli,Napoli,True
transfermarkt,serie_a,2008/09,US Lecce,Lecce,True
transfermarkt,serie_a,2008/09,Chievo Verona,Chievo,True
transfermarkt,serie_a,2009/10,Inter Milan,Inter,True
transfermarkt,serie_a,2009/10,AS Livorno,Livorno,True
transfermarkt,serie_a,2009/10,Cagliari Calcio,Cagliari,True
transfermarkt,serie_a,2009/10,Atalanta BC,Atalanta,True
transfermarkt,serie_a,2009/10,ACF Fiorentina,Fiorentina,True
transfermarkt,serie_a,2009/10,Udinese Calcio,Udinese,True
transfermarkt,serie_a,2009/10,Chievo Verona,Chievo,True
transfermarkt,serie_a,2009/10,Parma FC,Parma,True
transfermarkt,serie_a,2009/10,Calcio Catania,Catania,True
transfermarkt,serie_a,2009/10,AC Siena,Siena,True
transfermarkt,serie_a,2009/10,Juventus FC,Juventus,True
transfermarkt,serie_a,2009/10,AC Milan,Milan,True
transfermarkt,serie_a,2009/10,UC Sampdoria,Sampdoria,True
transfermarkt,serie_a,2009/10,SS Lazio,Lazio,True
transfermarkt,serie_a,2009/10,US Palermo,Palermo,True
transfermarkt,serie_a,2009/10,Bologna FC 1909,,False
transfermarkt,serie_a,2009/10,SSC Napoli,Napoli,True
transfermarkt,serie_a,2009/10,AS Roma,Roma,True
transfermarkt,serie_a,2010/11,AS Roma,Roma,True
transfermarkt,serie_a,2010/11,Calcio Catania,Catania,True
transfermarkt,serie_a,2010/11,Chievo Verona,Chievo,True
transfermarkt,serie_a,2010/11,Inter Milan,Inter,True
transfermarkt,serie_a,2010/11,AS Bari,Bari,True
transfermarkt,serie_a,2010/11,UC Sampdoria,Sampdoria,True
transfermarkt,serie_a,2010/11,Genoa CFC,Genoa,True
transfermarkt,serie_a,2010/11,Brescia Calcio,Brescia,True
transfermarkt,serie_a,2010/11,US Lecce,Lecce,True
transfermarkt,serie_a,2010/11,US Palermo,Palermo,True
transfermarkt,serie_a,2010/11,Juventus FC,Juventus,True
transfermarkt,serie_a,2010/11,Bologna FC 1909,,False
transfermarkt,serie_a,2010/11,AC Cesena,Cesena,True
transfermarkt,serie_a,2010/11,Parma FC,Parma,True
transfermarkt,serie_a,2010/11,Cagliari Calcio,Cagliari,True
transfermarkt,serie_a,2011/12,Calcio Catania,Catania,True
transfermarkt,serie_a,2011/12,US Lecce,Lecce,True
transfermarkt,serie_a,2011/12,ACF Fiorentina,Fiorentina,True
transfermarkt,serie_a,2011/12,SS Lazio,Lazio,True
transfermarkt,serie_a,2011/12,US Palermo,Palermo,True
transfermarkt,serie_a,2011/12,AC Siena,Siena,True
transfermarkt,serie_a,2011/12,AC Cesena,Cesena,True
transfermarkt,serie_a,2011/12,AS Roma,Roma,True
transfermarkt,serie_a,2011/12,Genoa CFC,Genoa,True
transfermarkt,serie_a,2011/12,Inter Milan,Inter,True
transfermarkt,serie_a,2011/12,Cagliari Calcio,Cagliari,True
transfermarkt,serie_a,2011/12,Novara Calcio 1908,,False
transfermarkt,serie_a,2011/12,Parma FC,Parma,True
transfermarkt,serie_a,2011/12,Bologna FC 1909,,False
transfermarkt,serie_a,2012/13,AS Roma,Roma,True
transfermarkt,serie_a,2012/13,Inter Milan,Inter,True
transfermarkt,serie_a,2012/13,Cagliari Calcio,Cagliari,True
transfermarkt,serie_a,2012/13,Genoa CFC,Genoa,True
transfermarkt,serie_a,2012/13,AC Siena,Siena,True
transfermarkt,serie_a,2012/13,Chievo Verona,Chievo,True
transfermarkt,serie_a,2012/13,Delfino Pescara 1936,,False
transfermarkt,serie_a,2012/13,US Palermo,Palermo,True
transfermarkt,serie_a,2012/13,SSC Napoli,Napoli,True
transfermarkt,serie_a,2012/13,UC Sampdoria,Sampdoria,True
transfermarkt,serie_a,2012/13,Juventus FC,Juventus,True
transfermarkt,serie_a,2013/14,AC Milan,Milan,True
transfermarkt,serie_a,2013/14,Udinese Calcio,Udinese,True
transfermarkt,serie_a,2013/14,Cagliari Calcio,Cagliari,True
transfermarkt,serie_a,2013/14,Bologna FC 1909,,False
transfermarkt,serie_a,2013/14,AS Livorno,Livorno,True
transfermarkt,serie_a,2013/14,SS Lazio,Lazio,True
transfermarkt,serie_a,2013/14,Calcio Catania,Catania,True
transfermarkt,serie_a,2013/14,US Sassuolo,Sassuolo,True
transfermarkt,serie_a,2013/14,UC Sampdoria,Sampdoria,True
transfermarkt,serie_a,2013/14,Chievo Verona,Chievo,True
transfermarkt,serie_a,2013/14,Genoa CFC,Genoa,True
transfermarkt,serie_a,2014/15,AC Milan,Milan,True
transfermarkt,serie_a,2014/15,ACF Fiorentina,Fiorentina,True
transfermarkt,serie_a,2014/15,SSC Napoli,Napoli,True
transfermarkt,serie_a,2014/15,FC Empoli,Empoli,True
transfermarkt,serie_a,2014/15,AC Cesena,Cesena,True
transfermarkt,serie_a,2014/15,Parma FC,Parma,True
transfermarkt,serie_a,2014/15,Cagliari Calcio,Cagliari,True
transfermarkt,serie_a,2014/15,UC Sampdoria,Sampdoria,True
transfermarkt,serie_a,2014/15,Udinese Calcio,Udinese,True
transfermarkt,serie_a,2014/15,Atalanta BC,Atalanta,True
transfermarkt,serie_a,2014/15,Inter Milan,Inter,True
transfermarkt,serie_a,2014/15,Chievo Verona,Chievo,True
transfermarkt,serie_a,2014/15,Juventus FC,Juventus,True
transfermarkt,serie_a,2015/16,AC Milan,Milan,True
transfermarkt,serie_a,2015/16,Frosinone Calcio,Frosinone,True
transfermarkt,serie_a,2015/16,UC Sampdoria,Sampdoria,True
transfermarkt,serie_a,2015/16,FC Empoli,Empoli,True
transfermarkt,serie_a,2015/16,Udinese Calcio,Udinese,True
transfermarkt,serie_a,2015/16,SS Lazio,Lazio,True
transfermarkt,serie_a,2015/16,Hellas Verona,Verona,True
transfermarkt,serie_a,2015/16,Genoa CFC,Genoa,True
transfermarkt,serie_a,2015/16,Torino FC,Torino,True
transfermarkt,serie_a,2015/16,Atalanta BC,Atalanta,True
transfermarkt,serie_a,2015/16,US Palermo,Palermo,True
transfermarkt,serie_a,2015/16,AS Roma,Roma,True
transfermarkt,serie_a,2015/16,Carpi FC 1909,,False
transfermarkt,serie_a,2015/16,Bologna FC 1909,,False
transfermarkt,serie_a,2016/17,Inter Milan,Inter,True
transfermarkt,serie_a,2016/17,AS Roma,Roma,True
transfermarkt,serie_a,2016/17,ACF Fiorentina,Fiorentina,True
transfermarkt,serie_a,2016/17,FC Empoli,Empoli,True
transfermarkt,serie_a,2016/17,US Palermo,Palermo,True
transfermarkt,serie_a,2016/17,US Sassuolo,Sassuolo,True
transfermarkt,serie_a,2016/17,Genoa CFC,Genoa,True
transfermarkt,serie_a,2016/17,Delfino Pescara 1936,,False
transfermarkt,serie_a,2016/17,Udinese Calcio,Udinese,True
transfermarkt,serie_a,2016/17,SS Lazio,Lazio,True
transfermarkt,serie_a,2017/18,Hellas Verona,Verona,True
transfermarkt,serie_a,2017/18,Udinese Calcio,Udinese,True
transfermarkt,serie_a,2017/18,Bologna FC 1909,,False
transfermarkt,serie_a,2017/18,Cagliari Calcio,Cagliari,True
transfermarkt,serie_a,2017/18,Benevento Calcio,Benevento,True
transfermarkt,serie_a,2017/18,FC Crotone,Crotone,True
transfermarkt,serie_a,2017/18,US Sassuolo,Sassuolo,True
transfermarkt,serie_a,2017/18,SSC Napoli,Napoli,True
transfermarkt,serie_a,2017/18,Chievo Verona,Chievo,True
transfermarkt,serie_a,2017/18,Torino FC,Torino,True
transfermarkt,serie_a,2017/18,AC Milan,Milan,True
transfermarkt,serie_a,2017/18,Genoa CFC,Genoa,True
transfermarkt,serie_a,2018/19,AS Roma,Roma,True
transfermarkt,serie_a,2018/19,Inter Milan,Inter,True
transfermarkt,serie_a,2018/19,FC Empoli,Empoli,True
transfermarkt,serie_a,2018/19,Juventus FC,Juventus,True
transfermarkt,serie_a,2018/19,Genoa CFC,Genoa,True
transfermarkt,serie_a,2018/19,UC Sampdoria,Sampdoria,True
transfermarkt,serie_a,2018/19,Frosinone Calcio,Frosinone,True
transfermarkt,serie_a,2018/19,Chievo Verona,Chievo,True
transfermarkt,serie_a,2018/19,AC Milan,Milan,True
transfermarkt,serie_a,2018/19,ACF Fiorentina,Fiorentina,True
transfermarkt,serie_a,2018/19,Udinese Calcio,Udinese,True
transfermarkt,serie_a,2018/19,Bologna FC 1909,,False
transfermarkt,serie_a,2019/20,Genoa CFC,Genoa,True
transfermarkt,serie_a,2019/20,Brescia Calcio (- 2025),,False
transfermarkt,serie_a,2019/20,US Lecce,Lecce,True
transfermarkt,serie_a,2019/20,Cagliari Calcio,Cagliari,True
transfermarkt,serie_a,2019/20,SPAL,Spal,True
transfermarkt,serie_a,2019/20,Torino FC,Torino,True
transfermarkt,serie_a,2019/20,ACF Fiorentina,Fiorentina,True
transfermarkt,serie_a,2019/20,SSC Napoli,Napoli,True
transfermarkt,serie_a,2019/20,Udinese Calcio,Udinese,True
transfermarkt,serie_a,2019/20,AC Milan,Milan,True
transfermarkt,serie_a,2019/20,UC Sampdoria,Sampdoria,True
transfermarkt,serie_a,2020/21,Inter Milan,Inter,True
transfermarkt,serie_a,2020/21,US Sassuolo,Sassuolo,True
transfermarkt,serie_a,2020/21,SSC Napoli,Napoli,True
transfermarkt,serie_a,2020/21,Spezia Calcio,Spezia,True
transfermarkt,serie_a,2020/21,UC Sampdoria,Sampdoria,True
transfermarkt,serie_a,2020/21,Juventus FC,Juventus,True
transfermarkt,serie_a,2020/21,ACF Fiorentina,Fiorentina,True
transfermarkt,serie_a,2020/21,AS Roma,Roma,True
transfermarkt,serie_a,2020/21,SS Lazio,Lazio,True
transfermarkt,serie_a,2020/21,FC Crotone,Crotone,True
transfermarkt,serie_a,2020/21,Benevento Calcio,Benevento,True
transfermarkt,serie_a,2020/21,Torino FC,Torino,True
transfermarkt,serie_a,2020/21,Hellas Verona,Verona,True
transfermarkt,serie_a,2020/21,Parma Calcio 1913,,False
transfermarkt,serie_a,2020/21,Cagliari Calcio,Cagliari,True
transfermarkt,serie_a,2020/21,Genoa CFC,Genoa,True
transfermarkt,serie_a,2021/22,Spezia Calcio,Spezia,True
transfermarkt,serie_a,2021/22,Venezia FC,Venezia,True
transfermarkt,serie_a,2021/22,Udinese Calcio,Udinese,True
transfermarkt,serie_a,2021/22,FC Empoli,Empoli,True
transfermarkt,serie_a,2021/22,Hellas Verona,Verona,True
transfermarkt,serie_a,2021/22,Cagliari Calcio,Cagliari,True
transfermarkt,serie_a,2021/22,US Salernitana 1919,,False
transfermarkt,serie_a,2021/22,UC Sampdoria,Sampdoria,True
transfermarkt,serie_a,2021/22,Genoa CFC,Genoa,True
transfermarkt,serie_a,2022/23,Hellas Verona,Verona,True
transfermarkt,serie_a,2022/23,UC Sampdoria,Sampdoria,True
transfermarkt,serie_a,2022/23,Spezia Calcio,Spezia,True
transfermarkt,serie_a,2022/23,SSC Napoli,Napoli,True
transfermarkt,serie_a,2022/23,US Lecce,Lecce,True
transfermarkt,serie_a,2022/23,US Salernitana 1919,,False
transfermarkt,serie_a,2022/23,US Cremonese,Cremonese,True
transfermarkt,serie_a,2022/23,AC Monza,Monza,True
transfermarkt,serie_a,2022/23,Bologna FC 1909,,False
transfermarkt,serie_a,2023/24,FC Empoli,Empoli,True
transfermarkt,serie_a,2023/24,SSC Napoli,Napoli,True
transfermarkt,serie_a,2023/24,AC Monza,Monza,True
transfermarkt,serie_a,2023/24,Cagliari Calcio,Cagliari,True
transfermarkt,serie_a,2023/24,Bologna FC 1909,,False
transfermarkt,serie_a,2023/24,Juventus FC,Juventus,True
transfermarkt,serie_a,2023/24,Torino FC,Torino,True
transfermarkt,serie_a,2023/24,ACF Fiorentina,Fiorentina,True
transfermarkt,serie_a,2023/24,AC Milan,Milan,True
transfermarkt,serie_a,2023/24,Frosinone Calcio,Frosinone,True
transfermarkt,serie_a,2023/24,Hellas Verona,Verona,True
transfermarkt,serie_a,2023/24,Udinese Calcio,Udinese,True
transfermarkt,serie_a,2023/24,SS Lazio,Lazio,True
transfermarkt,serie_a,2023/24,US Sassuolo,Sassuolo,True
transfermarkt,serie_a,2023/24,US Salernitana 1919,,False
transfermarkt,serie_a,2023/24,US Lecce,Lecce,True
transfermarkt,serie_a,2023/24,AS Roma,Roma,True
transfermarkt,serie_a,2024/25,AC Milan,Milan,True
transfermarkt,serie_a,2024/25,AC Monza,Monza,True
transfermarkt,serie_a,2024/25,AS Roma,Roma,True
transfermarkt,serie_a,2024/25,Venezia FC,Venezia,True
transfermarkt,serie_a,2024/25,FC Empoli,Empoli,True
transfermarkt,serie_a,2024/25,US Lecce,Lecce,True
transfermarkt,serie_a,2024/25,Parma Calcio 1913,,False
transfermarkt,serie_a,2024/25,Torino FC,Torino,True
transfermarkt,serie_a,2024/25,Inter Milan,Inter,True
transfermarkt,serie_a,2024/25,Cagliari Calcio,Cagliari,True
transfermarkt,serie_a,2024/25,SS Lazio,Lazio,True
transfermarkt,serie_a,2024/25,Atalanta BC,Atalanta,True
transfermarkt,serie_a,2024/25,ACF Fiorentina,Fiorentina,True
transfermarkt,serie_a,2024/25,Juventus FC,Juventus,True
transfermarkt,serie_a,2024/25,Genoa CFC,Genoa,True
transfermarkt,bundesliga,2004/05,1.FC Kaiserslautern,Kaiserslautern,True
transfermarkt,bundesliga,2004/05,Arminia Bielefeld,Bielefeld,True
transfermarkt,bundesliga,2004/05,VfL Bochum,Bochum,True
transfermarkt,bundesliga,2004/05,VfB Stuttgart,Stuttgart,True
transfermarkt,bundesliga,2004/05,VfL Wolfsburg,Wolfsburg,True
transfermarkt,bundesliga,2004/05,Borussia Mönchengladbach,M'gladbach,True
transfermarkt,bundesliga,2004/05,FC Hansa Rostock,Hansa Rostock,True
transfermarkt,bundesliga,2004/05,Hamburger SV,Hamburg,True
transfermarkt,bundesliga,2004/05,FC Schalke 04,Schalke 04,True
transfermarkt,bundesliga,2005/06,MSV Duisburg,Duisburg,True
transfermarkt,bundesliga,2005/06,Borussia Mönchengladbach,M'gladbach,True
transfermarkt,bundesliga,2005/06,VfB Stuttgart,Stuttgart,True
transfermarkt,bundesliga,2005/06,FC Schalke 04,Schalke 04,True
transfermarkt,bundesliga,2005/06,VfL Wolfsburg,Wolfsburg,True
transfermarkt,bundesliga,2005/06,1.FC Köln,FC Koln,True
transfermarkt,bundesliga,2005/06,1.FC Kaiserslautern,Kaiserslautern,True
transfermarkt,bundesliga,2005/06,Hannover 96,Hannover,True
transfermarkt,bundesliga,2005/06,1.FC Nuremberg,Nurnberg,True
transfermarkt,bundesliga,2005/06,Bayer 04 Leverkusen,Leverkusen,True
transfermarkt,bundesliga,2006/07,Hertha BSC,Hertha,True
transfermarkt,bundesliga,2006/07,Alemannia Aachen,Aachen,True
transfermarkt,bundesliga,2006/07,VfL Wolfsburg,Wolfsburg,True
transfermarkt,bundesliga,2006/07,Arminia Bielefeld,Bielefeld,True
transfermarkt,bundesliga,2006/07,Borussia Dortmund,Dortmund,True
transfermarkt,bundesliga,2006/07,Borussia Mönchengladbach,M'gladbach,True
transfermarkt,bundesliga,2006/07,Hamburger SV,Hamburg,True
transfermarkt,bundesliga,2006/07,Bayern Munich,Bayern Munich,True
transfermarkt,bundesliga,2006/07,Hannover 96,Hannover,True
transfermarkt,bundesliga,2007/08,Borussia Dortmund,Dortmund,True
transfermarkt,bundesliga,2007/08,Bayern Munich,Bayern Munich,True
transfermarkt,bundesliga,2007/08,FC Schalke 04,Schalke 04,True
transfermarkt,bundesliga,2007/08,Hamburger SV,Hamburg,True
transfermarkt,bundesliga,2007/08,Bayer 04 Leverkusen,Leverkusen,True
transfermarkt,bundesliga,2007/08,1.FC Nuremberg,Nurnberg,True
transfermarkt,bundesliga,2007/08,Arminia Bielefeld,Bielefeld,True
transfermarkt,bundesliga,2007/08,FC Energie Cottbus,Cottbus,True
transfermarkt,bundesliga,2008/09,FC Energie Cottbus,Cottbus,True
transfermarkt,bundesliga,2008/09,VfL Wolfsburg,Wolfsburg,True
transfermarkt,bundesliga,2008/09,VfB Stuttgart,Stuttgart,True
transfermarkt,bundesliga,2008/09,Hamburger SV,Hamburg,True
transfermarkt,bundesliga,2008/09,FC Schalke 04,Schalke 04,True
transfermarkt,bundesliga,2008/09,Bayern Munich,Bayern Munich,True
