source,league,season,source_name,panel_club,matched
wikipedia,bundesliga,2004/05,Arminia Bielefeld,Bielefeld,True
wikipedia,bundesliga,2004/05,Borussia Mönchengladbach,M'gladbach,True
wikipedia,bundesliga,2004/05,Hamburger SV,Hamburg,True
wikipedia,bundesliga,2004/05,FC Hansa Rostock,Hansa Rostock,True
wikipedia,bundesliga,2004/05,1.FC Kaiserslautern,Kaiserslautern,True
wikipedia,bundesliga,2004/05,FC Schalke 04,Schalke 04,True
wikipedia,bundesliga,2005/06,Bayer 04 Leverkusen,Leverkusen,True
wikipedia,bundesliga,2005/06,Hannover 96,Hannover,True
wikipedia,bundesliga,2005/06,1.FC Kaiserslautern,Kaiserslautern,True
wikipedia,bundesliga,2005/06,1.FC Köln,FC Koln,True
wikipedia,bundesliga,2005/06,MSV Duisburg,Duisburg,True
wikipedia,bundesliga,2005/06,1.FC Nuremberg,Nurnberg,True
wikipedia,bundesliga,2005/06,FC Schalke 04,Schalke 04,True
wikipedia,bundesliga,2005/06,VfB Stuttgart,Stuttgart,True
wikipedia,bundesliga,2005/06,VfL Wolfsburg,Wolfsburg,True
wikipedia,bundesliga,2006/07,Alemannia Aachen,Aachen,True
wikipedia,bundesliga,2006/07,Arminia Bielefeld,Bielefeld,True
wikipedia,bundesliga,2006/07,Bayern Munich,Bayern Munich,True
wikipedia,bundesliga,2006/07,Borussia Dortmund,Dortmund,True
wikipedia,bundesliga,2006/07,Borussia Mönchengladbach,M'gladbach,True
wikipedia,bundesliga,2006/07,Hamburger SV,Hamburg,True
wikipedia,bundesliga,2006/07,Hannover 96,Hannover,True
wikipedia,bundesliga,2006/07,Hertha BSC,Hertha,True
wikipedia,bundesliga,2007/08,Arminia Bielefeld,Bielefeld,True
wikipedia,bundesliga,2007/08,Energie Cottbus,Cottbus,True
wikipedia,bundesliga,2007/08,Hertha BSC,Hertha,True
wikipedia,bundesliga,2007/08,FC Schalke 04,Schalke 04,True
wikipedia,bundesliga,2007/08,VfL Wolfsburg,Wolfsburg,True
wikipedia,bundesliga,2008/09,Arminia Bielefeld,Bielefeld,True
wikipedia,bundesliga,2008/09,Bayer Leverkusen,Leverkusen,True
wikipedia,bundesliga,2008/09,Bayern Munich,Bayern Munich,True
wikipedia,bundesliga,2008/09,Borussia Dortmund,Dortmund,True
wikipedia,bundesliga,2008/09,Borussia Mönchengladbach,M'gladbach,True
wikipedia,bundesliga,2008/09,Hamburger SV,Hamburg,True
wikipedia,bundesliga,2008/09,Schalke 04,Schalke 04,True
wikipedia,bundesliga,2008/09,VfB Stuttgart,Stuttgart,True
wikipedia,bundesliga,2009/10,Bayer Leverkusen,Leverkusen,True
wikipedia,bundesliga,2009/10,Bayern Munich,Bayern Munich,True
wikipedia,bundesliga,2009/10,VfL Bochum,Bochum,True
wikipedia,bundesliga,2009/10,Borussia Mönchengladbach,M'gladbach,True
wikipedia,bundesliga,2009/10,Eintracht Frankfurt,Ein Frankfurt,True
wikipedia,bundesliga,2009/10,Hamburger SV,Hamburg,True
wikipedia,bundesliga,2009/10,Hannover 96,Hannover,True
wikipedia,bundesliga,2009/10,Hertha BSC,Hertha,True
wikipedia,bundesliga,2009/10,1. FC Köln,FC Koln,True
wikipedia,bundesliga,2009/10,Mainz 05,Mainz,True
wikipedia,bundesliga,2009/10,1. FC Nürnberg,Nurnberg,True
wikipedia,bundesliga,2009/10,Schalke 04,Schalke 04,True
wikipedia,bundesliga,2009/10,VfB Stuttgart,Stuttgart,True
wikipedia,bundesliga,2009/10,VfL Wolfsburg,Wolfsburg,True
wikipedia,bundesliga,2010/11,1899 Hoffenheim,Hoffenheim,True
wikipedia,bundesliga,2010/11,Bayern Munich,Bayern Munich,True
wikipedia,bundesliga,2010/11,Borussia Mönchengladbach,M'gladbach,True
wikipedia,bundesliga,2010/11,Eintracht Frankfurt,Ein Frankfurt,True
wikipedia,bundesliga,2010/11,Hamburger SV,Hamburg,True
wikipedia,bundesliga,2010/11,1. FC Köln,FC Koln,True
wikipedia,bundesliga,2010/11,Schalke 04,Schalke 04,True
wikipedia,bundesliga,2010/11,VfB Stuttgart,Stuttgart,True
wikipedia,bundesliga,2010/11,VfL Wolfsburg,Wolfsburg,True
wikipedia,bundesliga,2011/12,1899 Hoffenheim,Hoffenheim,True
wikipedia,bundesliga,2011/12,Bayer Leverkusen,Leverkusen,True
wikipedia,bundesliga,2011/12,Bayern Munich,Bayern Munich,True
wikipedia,bundesliga,2011/12,SC Freiburg,Freiburg,True
wikipedia,bundesliga,2011/12,Hamburger SV,Hamburg,True
wikipedia,bundesliga,2011/12,Hertha BSC,Hertha,True
wikipedia,bundesliga,2011/12,1. FC Kaiserslautern,Kaiserslautern,True
wikipedia,bundesliga,2011/12,1. FC Köln,FC Koln,True
wikipedia,bundesliga,2011/12,FC Schalke 04,Schalke 04,True
wikipedia,bundesliga,2012/13,TSG 1899 Hoffenheim,Hoffenheim,True
wikipedia,bundesliga,2012/13,FC Augsburg,Augsburg,True
wikipedia,bundesliga,2012/13,Greuther Fürth,Greuther Furth,True
wikipedia,bundesliga,2012/13,1. FC Nürnberg,Nurnberg,True
wikipedia,bundesliga,2012/13,Schalke 04,Schalke 04,True
wikipedia,bundesliga,2012/13,Werder Bremen,Werder Bremen,True
wikipedia,bundesliga,2012/13,VfL Wolfsburg,Wolfsburg,True
wikipedia,bundesliga,2013/14,Bayer Leverkusen,Leverkusen,True
wikipedia,bundesliga,2013/14,Bayern Munich,Bayern Munich,True
wikipedia,bundesliga,2013/14,Hamburger SV,Hamburg,True
wikipedia,bundesliga,2013/14,Hannover 96,Hannover,True
wikipedia,bundesliga,2013/14,1. FC Nürnberg,Nurnberg,True
wikipedia,bundesliga,2013/14,VfB Stuttgart,Stuttgart,True
wikipedia,bundesliga,2013/14,Werder Bremen,Werder Bremen,True
wikipedia,bundesliga,2014/15,Bayer Leverkusen,Leverkusen,True
wikipedia,bundesliga,2014/15,Eintracht Frankfurt,Ein Frankfurt,True
wikipedia,bundesliga,2014/15,Hamburger SV,Hamburg,True
wikipedia,bundesliga,2014/15,Hannover 96,Hannover,True
wikipedia,bundesliga,2014/15,Hertha BSC,Hertha,True
wikipedia,bundesliga,2014/15,Mainz 05,Mainz,True
wikipedia,bundesliga,2014/15,Schalke 04,Schalke 04,True
wikipedia,bundesliga,2014/15,VfB Stuttgart,Stuttgart,True
wikipedia,bundesliga,2014/15,Werder Bremen,Werder Bremen,True
wikipedia,bundesliga,2015/16,1899 Hoffenheim,Hoffenheim,True
wikipedia,bundesliga,2015/16,Borussia Dortmund,Dortmund,True
wikipedia,bundesliga,2015/16,Borussia Mönchengladbach,M'gladbach,True
wikipedia,bundesliga,2015/16,Eintracht Frankfurt,Ein Frankfurt,True
wikipedia,bundesliga,2015/16,Hannover 96,Hannover,True
wikipedia,bundesliga,2015/16,Schalke 04,Schalke 04,True
wikipedia,bundesliga,2015/16,VfB Stuttgart,Stuttgart,True
wikipedia,bundesliga,2016/17,FC Augsburg,Augsburg,True
wikipedia,bundesliga,2016/17,Bayer Leverkusen,Leverkusen,True
wikipedia,bundesliga,2016/17,Bayern Munich,Bayern Munich,True
wikipedia,bundesliga,2016/17,Borussia Mönchengladbach,M'gladbach,True
wikipedia,bundesliga,2016/17,Darmstadt 98,Darmstadt,True
wikipedia,bundesliga,2016/17,Hamburger SV,Hamburg,True
wikipedia,bundesliga,2016/17,FC Ingolstadt,Ingolstadt,True
wikipedia,bundesliga,2016/17,RB Leipzig,RB Leipzig,True
wikipedia,bundesliga,2016/17,Schalke 04,Schalke 04,True
wikipedia,bundesliga,2016/17,Werder Bremen,Werder Bremen,True
wikipedia,bundesliga,2016/17,VfL Wolfsburg,Wolfsburg,True
wikipedia,bundesliga,2017/18,Bayer Leverkusen,Leverkusen,True
wikipedia,bundesliga,2017/18,Bayern Munich,Bayern Munich,True
wikipedia,bundesliga,2017/18,Borussia Dortmund,Dortmund,True
wikipedia,bundesliga,2017/18,Hamburger SV,Hamburg,True
wikipedia,bundesliga,2017/18,1. FC Köln,FC Koln,True
wikipedia,bundesliga,2017/18,Mainz 05,Mainz,True
wikipedia,bundesliga,2017/18,Schalke 04,Schalke 04,True
wikipedia,bundesliga,2017/18,VfB Stuttgart,Stuttgart,True
wikipedia,bundesliga,2017/18,Werder Bremen,Werder Bremen,True
wikipedia,bundesliga,2017/18,VfL Wolfsburg,Wolfsburg,True
wikipedia,bundesliga,2018/19,FC Augsburg,Augsburg,True
wikipedia,bundesliga,2018/19,Bayer Leverkusen,Leverkusen,True
wikipedia,bundesliga,2018/19,Bayern Munich,Bayern Munich,True
wikipedia,bundesliga,2018/19,Borussia Dortmund,Dortmund,True
wikipedia,bundesliga,2018/19,Eintracht Frankfurt,Ein Frankfurt,True
wikipedia,bundesliga,2018/19,Hannover 96,Hannover,True
wikipedia,bundesliga,2018/19,1. FC Nürnberg,Nurnberg,True
wikipedia,bundesliga,2018/19,RB Leipzig,RB Leipzig,True
wikipedia,bundesliga,2018/19,Schalke 04,Schalke 04,True
wikipedia,bundesliga,2018/19,VfB Stuttgart,Stuttgart,True
wikipedia,bundesliga,2019/20,1899 Hoffenheim,Hoffenheim,True
wikipedia,bundesliga,2019/20,FC Augsburg,Augsburg,True
wikipedia,bundesliga,2019/20,Bayern Munich,Bayern Munich,True
wikipedia,bundesliga,2019/20,Borussia Mönchengladbach,M'gladbach,True
wikipedia,bundesliga,2019/20,Fortuna Düsseldorf,Fortuna Dusseldorf,True
wikipedia,bundesliga,2019/20,Hertha BSC,Hertha,True
wikipedia,bundesliga,2019/20,1. FC Köln,FC Koln,True
wikipedia,bundesliga,2019/20,Mainz 05,Mainz,True
wikipedia,bundesliga,2019/20,RB Leipzig,RB Leipzig,True
wikipedia,bundesliga,2019/20,Schalke 04,Schalke 04,True
wikipedia,bundesliga,2019/20,VfL Wolfsburg,Wolfsburg,True
wikipedia,bundesliga,2020/21,1899 Hoffenheim,Hoffenheim,True
wikipedia,bundesliga,2020/21,Arminia Bielefeld,Bielefeld,True
wikipedia,bundesliga,2020/21,FC Augsburg,Augsburg,True
wikipedia,bundesliga,2020/21,Bayer Leverkusen,Leverkusen,True
wikipedia,bundesliga,2020/21,Borussia Dortmund,Dortmund,True
wikipedia,bundesliga,2020/21,Hertha BSC,Hertha,True
wikipedia,bundesliga,2020/21,1. FC Köln,FC Koln,True
wikipedia,bundesliga,2020/21,Mainz 05,Mainz,True
wikipedia,bundesliga,2020/21,Schalke 04,Schalke 04,True
wikipedia,bundesliga,2020/21,Werder Bremen,Werder Bremen,True
wikipedia,bundesliga,2021/22,Arminia Bielefeld,Bielefeld,True
wikipedia,bundesliga,2021/22,Bayer Leverkusen,Leverkusen,True
wikipedia,bundesliga,2021/22,Bayern Munich,Bayern Munich,True
wikipedia,bundesliga,2021/22,Borussia Dortmund,Dortmund,True
wikipedia,bundesliga,2021/22,Borussia Mönchengladbach,M'gladbach,True
wikipedia,bundesliga,2021/22,Eintracht Frankfurt,Ein Frankfurt,True
wikipedia,bundesliga,2021/22,Hertha BSC,Hertha,True
wikipedia,bundesliga,2021/22,1. FC Köln,FC Koln,True
wikipedia,bundesliga,2021/22,RB Leipzig,RB Leipzig,True
wikipedia,bundesliga,2021/22,VfL Wolfsburg,Wolfsburg,True
wikipedia,bundesliga,2022/23,1899 Hoffenheim,Hoffenheim,True
wikipedia,bundesliga,2022/23,FC Augsburg,Augsburg,True
wikipedia,bundesliga,2022/23,Bayer Leverkusen,Leverkusen,True
wikipedia,bundesliga,2022/23,Bayern Munich,Bayern Munich,True
wikipedia,bundesliga,2022/23,VfL Bochum,Bochum,True
wikipedia,bundesliga,2022/23,Borussia Dortmund,Dortmund,True
wikipedia,bundesliga,2022/23,Borussia Mönchengladbach,M'gladbach,True
wikipedia,bundesliga,2022/23,Hertha BSC,Hertha,True
wikipedia,bundesliga,2022/23,RB Leipzig,RB Leipzig,True
wikipedia,bundesliga,2022/23,Schalke 04,Schalke 04,True
wikipedia,bundesliga,2022/23,VfB Stuttgart,Stuttgart,True
wikipedia,bundesliga,2022/23,VfL Wolfsburg,Wolfsburg,True
wikipedia,bundesliga,2023/24,FC Augsburg,Augsburg,True
wikipedia,bundesliga,2023/24,VfL Bochum,Bochum,True
wikipedia,bundesliga,2023/24,Borussia Mönchengladbach,M'gladbach,True
wikipedia,bundesliga,2023/24,Eintracht Frankfurt,Ein Frankfurt,True
wikipedia,bundesliga,2023/24,1. FC Köln,FC Koln,True
wikipedia,bundesliga,2023/24,Mainz 05,Mainz,True
wikipedia,bundesliga,2023/24,Union Berlin,Union Berlin,True
wikipedia,bundesliga,2023/24,VfL Wolfsburg,Wolfsburg,True
wikipedia,bundesliga,2024/25,Bayern Munich,Bayern Munich,True
wikipedia,bundesliga,2024/25,VfL Bochum,Bochum,True
wikipedia,bundesliga,2024/25,Borussia Dortmund,Dortmund,True
wikipedia,bundesliga,2024/25,SC Freiburg,Freiburg,True
wikipedia,bundesliga,2024/25,TSG Hoffenheim,Hoffenheim,True
wikipedia,bundesliga,2024/25,RB Leipzig,RB Leipzig,True
wikipedia,bundesliga,2024/25,FC St. Pauli,St Pauli,True
wikipedia,bundesliga,2024/25,Union Berlin,Union Berlin,True
wikipedia,bundesliga,2024/25,VfL Wolfsburg,Wolfsburg,True
wikipedia,la_liga,2004/05,Albacete Balompié,,False
wikipedia,la_liga,2004/05,Levante UD,Levante,True
wikipedia,la_liga,2004/05,Málaga CF,Malaga,True
wikipedia,la_liga,2004/05,RCD Mallorca,Mallorca,True
wikipedia,la_liga,2004/05,CD Numancia,Numancia,True
wikipedia,la_liga,2004/05,Racing Santander,Santander,True
wikipedia,la_liga,2004/05,Real Madrid,Real Madrid,True
wikipedia,la_liga,2004/05,Valencia CF,Valencia,True
wikipedia,la_liga,2005/06,Athletic Bilbao,Ath Bilbao,True
wikipedia,la_liga,2005/06,Atlético de Madrid,Ath Madrid,True
wikipedia,la_liga,2005/06,Deportivo Alavés,Alaves,True
wikipedia,la_liga,2005/06,Málaga CF,Malaga,True
wikipedia,la_liga,2005/06,RCD Mallorca,Mallorca,True
wikipedia,la_liga,2005/06,Racing Santander,Santander,True
wikipedia,la_liga,2005/06,Real Madrid,Real Madrid,True
wikipedia,la_liga,2005/06,Real Sociedad,Sociedad,True
wikipedia,la_liga,2006/07,Athletic Bilbao,Ath Bilbao,True
wikipedia,la_liga,2006/07,Celta de Vigo,Celta,True
wikipedia,la_liga,2006/07,Gimnàstic de Tarragona,Gimnastic,True
wikipedia,la_liga,2006/07,Levante UD,Levante,True
wikipedia,la_liga,2006/07,Real Betis Balompié,,False
wikipedia,la_liga,2006/07,Real Sociedad,Sociedad,True
wikipedia,la_liga,2007/08,Levante UD,Levante,True
wikipedia,la_liga,2007/08,Real Betis Balompié,,False
wikipedia,la_liga,2007/08,Real Murcia CF,Murcia,True
wikipedia,la_liga,2007/08,Real Zaragoza,Zaragoza,True
wikipedia,la_liga,2007/08,Recreativo Huelva,,False
wikipedia,la_liga,2007/08,Sevilla FC,Sevilla,True
wikipedia,la_liga,2007/08,Valencia CF,Valencia,True
wikipedia,la_liga,2008/09,Almería,Almeria,True
wikipedia,la_liga,2008/09,Atlético Madrid,Ath Madrid,True
wikipedia,la_liga,2008/09,Betis,Betis,True
wikipedia,la_liga,2008/09,Espanyol,Espanol,True
wikipedia,la_liga,2008/09,Getafe,Getafe,True
wikipedia,la_liga,2008/09,Numancia,Numancia,True
wikipedia,la_liga,2008/09,Osasuna,Osasuna,True
wikipedia,la_liga,2008/09,Real Madrid,Real Madrid,True
wikipedia,la_liga,2008/09,Recreativo,Recreativo,True
wikipedia,la_liga,2009/10,Almería,Almeria,True
wikipedia,la_liga,2009/10,Atlético Madrid,Ath Madrid,True
wikipedia,la_liga,2009/10,Málaga,Malaga,True
wikipedia,la_liga,2009/10,Racing Santander,Santander,True
wikipedia,la_liga,2009/10,Real Madrid,Real Madrid,True
wikipedia,la_liga,2009/10,Sevilla,Sevilla,True
wikipedia,la_liga,2009/10,Valladolid,Valladolid,True
wikipedia,la_liga,2009/10,Villarreal,Villarreal,True
wikipedia,la_liga,2009/10,Xerez,Xerez,True
wikipedia,la_liga,2009/10,Zaragoza,Zaragoza,True
wikipedia,la_liga,2010/11,Almería,Almeria,True
wikipedia,la_liga,2010/11,Hércules,Hercules,True
wikipedia,la_liga,2010/11,Málaga,Malaga,True
wikipedia,la_liga,2010/11,Mallorca,Mallorca,True
wikipedia,la_liga,2010/11,Osasuna,Osasuna,True
wikipedia,la_liga,2010/11,Racing Santander,Santander,True
wikipedia,la_liga,2010/11,Real Madrid,Real Madrid,True
wikipedia,la_liga,2010/11,Sevilla,Sevilla,True
wikipedia,la_liga,2010/11,Zaragoza,Zaragoza,True
wikipedia,la_liga,2011/12,Athletic Bilbao,Ath Bilbao,True
wikipedia,la_liga,2011/12,Atlético Madrid,Ath Madrid,True
wikipedia,la_liga,2011/12,Getafe,Getafe,True
wikipedia,la_liga,2011/12,Granada,Granada,True
wikipedia,la_liga,2011/12,Levante,Levante,True
wikipedia,la_liga,2011/12,Mallorca,Mallorca,True
wikipedia,la_liga,2011/12,Racing Santander,Santander,True
wikipedia,la_liga,2011/12,Real Sociedad,Sociedad,True
wikipedia,la_liga,2011/12,Sevilla,Sevilla,True
wikipedia,la_liga,2011/12,Sporting de Gijón,Sp Gijon,True
wikipedia,la_liga,2011/12,Villarreal,Villarreal,True
wikipedia,la_liga,2011/12,Zaragoza,Zaragoza,True
wikipedia,la_liga,2012/13,Barcelona,Barcelona,True
wikipedia,la_liga,2012/13,Celta de Vigo,Celta,True
wikipedia,la_liga,2012/13,Deportivo La Coruña,La Coruna,True
wikipedia,la_liga,2012/13,Espanyol,Espanol,True
wikipedia,la_liga,2012/13,Granada,Granada,True
wikipedia,la_liga,2012/13,Mallorca,Mallorca,True
wikipedia,la_liga,2012/13,Rayo Vallecano,Vallecano,True
wikipedia,la_liga,2012/13,Sevilla,Sevilla,True
wikipedia,la_liga,2012/13,Valencia,Valencia,True
wikipedia,la_liga,2013/14,Almería,Almeria,True
wikipedia,la_liga,2013/14,Athletic Bilbao,Ath Bilbao,True
wikipedia,la_liga,2013/14,Barcelona,Barcelona,True
wikipedia,la_liga,2013/14,Celta Vigo,Celta,True
wikipedia,la_liga,2013/14,Getafe,Getafe,True
wikipedia,la_liga,2013/14,Levante,Levante,True
wikipedia,la_liga,2013/14,Málaga,Malaga,True
wikipedia,la_liga,2013/14,Osasuna,Osasuna,True
wikipedia,la_liga,2013/14,Real Betis,Betis,True
wikipedia,la_liga,2013/14,Real Madrid,Real Madrid,True
wikipedia,la_liga,2013/14,Real Sociedad,Sociedad,True
wikipedia,la_liga,2013/14,Valencia,Valencia,True
wikipedia,la_liga,2013/14,Valladolid,Valladolid,True
wikipedia,la_liga,2014/15,Almería,Almeria,True
wikipedia,la_liga,2014/15,Barcelona,Barcelona,True
wikipedia,la_liga,2014/15,Celta Vigo,Celta,True
wikipedia,la_liga,2014/15,Córdoba,Cordoba,True
wikipedia,la_liga,2014/15,Deportivo La Coruña,La Coruna,True
wikipedia,la_liga,2014/15,Espanyol,Espanol,True
wikipedia,la_liga,2014/15,Getafe,Getafe,True
wikipedia,la_liga,2014/15,Granada,Granada,True
wikipedia,la_liga,2014/15,Levante,Levante,True
wikipedia,la_liga,2014/15,Málaga,Malaga,True
wikipedia,la_liga,2014/15,Real Sociedad,Sociedad,True
wikipedia,la_liga,2014/15,Valencia,Valencia,True
wikipedia,la_liga,2015/16,Eibar,Eibar,True
wikipedia,la_liga,2015/16,Espanyol,Espanol,True
wikipedia,la_liga,2015/16,Getafe,Getafe,True
wikipedia,la_liga,2015/16,Granada,Granada,True
wikipedia,la_liga,2015/16,Las Palmas,Las Palmas,True
wikipedia,la_liga,2015/16,Levante,Levante,True
wikipedia,la_liga,2015/16,Real Betis,Betis,True
wikipedia,la_liga,2015/16,Real Madrid,Real Madrid,True
wikipedia,la_liga,2015/16,Real Sociedad,Sociedad,True
wikipedia,la_liga,2015/16,Valencia,Valencia,True
wikipedia,la_liga,2016/17,Alavés,Alaves,True
wikipedia,la_liga,2016/17,Deportivo La Coruña,La Coruna,True
wikipedia,la_liga,2016/17,Espanyol,Espanol,True
wikipedia,la_liga,2016/17,Granada,Granada,True
wikipedia,la_liga,2016/17,Málaga,Malaga,True
wikipedia,la_liga,2016/17,Osasuna,Osasuna,True
wikipedia,la_liga,2016/17,Real Betis,Betis,True
wikipedia,la_liga,2016/17,Sevilla,Sevilla,True
wikipedia,la_liga,2016/17,Sporting Gijón,Sp Gijon,True
wikipedia,la_liga,2016/17,Valencia,Valencia,True
wikipedia,la_liga,2016/17,Villarreal,Villarreal,True
wikipedia,la_liga,2017/18,Alavés,Alaves,True
wikipedia,la_liga,2017/18,Athletic Bilbao,Ath Bilbao,True
wikipedia,la_liga,2017/18,Barcelona,Barcelona,True
wikipedia,la_liga,2017/18,Celta Vigo,Celta,True
wikipedia,la_liga,2017/18,Deportivo La Coruña,La Coruna,True
wikipedia,la_liga,2017/18,Espanyol,Espanol,True
wikipedia,la_liga,2017/18,Las Palmas,Las Palmas,True
wikipedia,la_liga,2017/18,Levante,Levante,True
wikipedia,la_liga,2017/18,Málaga,Malaga,True
wikipedia,la_liga,2017/18,Real Betis,Betis,True
wikipedia,la_liga,2017/18,Real Sociedad,Sociedad,True
wikipedia,la_liga,2017/18,Sevilla,Sevilla,True
wikipedia,la_liga,2017/18,Valencia,Valencia,True
wikipedia,la_liga,2017/18,Villarreal,Villarreal,True
wikipedia,la_liga,2018/19,Athletic Bilbao,Ath Bilbao,True
wikipedia,la_liga,2018/19,Celta Vigo,Celta,True
wikipedia,la_liga,2018/19,Espanyol,Espanol,True
wikipedia,la_liga,2018/19,Girona,Girona,True
wikipedia,la_liga,2018/19,Huesca,Huesca,True
wikipedia,la_liga,2018/19,Leganés,Leganes,True
wikipedia,la_liga,2018/19,Rayo Vallecano,Vallecano,True
wikipedia,la_liga,2018/19,Real Madrid,Real Madrid,True
wikipedia,la_liga,2018/19,Real Sociedad,Sociedad,True
wikipedia,la_liga,2018/19,Sevilla,Sevilla,True
wikipedia,la_liga,2018/19,Villarreal,Villarreal,True
wikipedia,la_liga,2019/20,Alavés,Alaves,True
wikipedia,la_liga,2019/20,Barcelona,Barcelona,True
wikipedia,la_liga,2019/20,Celta Vigo,Celta,True
wikipedia,la_liga,2019/20,Espanyol,Espanol,True
wikipedia,la_liga,2019/20,Leganés,Leganes,True
wikipedia,la_liga,2019/20,Real Betis,Betis,True
wikipedia,la_liga,2019/20,Sevilla,Sevilla,True
wikipedia,la_liga,2019/20,Valencia,Valencia,True
wikipedia,la_liga,2020/21,Alavés,Alaves,True
wikipedia,la_liga,2020/21,Athletic Bilbao,Ath Bilbao,True
wikipedia,la_liga,2020/21,Barcelona,Barcelona,True
wikipedia,la_liga,2020/21,Celta Vigo,Celta,True
wikipedia,la_liga,2020/21,Elche,Elche,True
wikipedia,la_liga,2020/21,Huesca,Huesca,True
wikipedia,la_liga,2020/21,Real Betis,Betis,True
wikipedia,la_liga,2020/21,Valencia,Valencia,True
wikipedia,la_liga,2020/21,Villarreal,Villarreal,True
wikipedia,la_liga,2021/22,Alavés,Alaves,True
wikipedia,la_liga,2021/22,Barcelona,Barcelona,True
wikipedia,la_liga,2021/22,Cádiz,Cadiz,True
wikipedia,la_liga,2021/22,Elche,Elche,True
wikipedia,la_liga,2021/22,Espanyol,Espanol,True
wikipedia,la_liga,2021/22,Getafe,Getafe,True
wikipedia,la_liga,2021/22,Granada,Granada,True
wikipedia,la_liga,2021/22,Levante,Levante,True
wikipedia,la_liga,2021/22,Mallorca,Mallorca,True
wikipedia,la_liga,2021/22,Real Madrid,Real Madrid,True
wikipedia,la_liga,2021/22,Valencia,Valencia,True
wikipedia,la_liga,2022/23,Athletic Bilbao,Ath Bilbao,True
wikipedia,la_liga,2022/23,Celta Vigo,Celta,True
wikipedia,la_liga,2022/23,Elche,Elche,True
wikipedia,la_liga,2022/23,Espanyol,Espanol,True
wikipedia,la_liga,2022/23,Getafe,Getafe,True
wikipedia,la_liga,2022/23,Sevilla,Sevilla,True
wikipedia,la_liga,2022/23,Valencia,Valencia,True
wikipedia,la_liga,2022/23,Valladolid,Valladolid,True
wikipedia,la_liga,2022/23,Villarreal,Villarreal,True
wikipedia,la_liga,2023/24,Almería,Almeria,True
wikipedia,la_liga,2023/24,Cádiz,Cadiz,True
wikipedia,la_liga,2023/24,Celta Vigo,Celta,True
wikipedia,la_liga,2023/24,Granada,Granada,True
wikipedia,la_liga,2023/24,Rayo Vallecano,Vallecano,True
wikipedia,la_liga,2023/24,Sevilla,Sevilla,True
wikipedia,la_liga,2023/24,Villarreal,Villarreal,True
wikipedia,la_liga,2024/25,Alavés,Alaves,True
wikipedia,la_liga,2024/25,Barcelona,Barcelona,True
wikipedia,la_liga,2024/25,Las Palmas,Las Palmas,True
wikipedia,la_liga,2024/25,Mallorca,Mallorca,True
wikipedia,la_liga,2024/25,Osasuna,Osasuna,True
wikipedia,la_liga,2024/25,Sevilla,Sevilla,True
